member_id,loan_amount,term,grade,home_ownership,annual_income,verification_status,int_rate,dti,application_type,tot_cur_bal,loan_status
42363213,10000,36,4,2,55000,1,15.99,12.50,1,9801,0
250154,7000,36,1,3,93000,0,9.45,10.86,1,,0
30915989,16000,36,1,2,72000,0,6.03,14.55,1,28702,0
58770083,20000,60,4,2,83000,1,16.55,33.10,1,104919,0
1615587,13500,36,1,1,45000,1,13.67,19.65,1,,1
67530223,12000,36,1,3,108000,0,5.32,14.99,1,247618,0
40383715,12000,36,1,3,175000,0,7.49,1.08,1,445684,1
26416869,11875,60,5,2,35000,1,19.52,4.97,1,997,0
36314990,10000,36,1,3,110000,0,6.49,8.10,1,216487,0
53432389,10000,36,3,2,33000,1,12.29,16.04,1,8703,0
2426706,14675,36,1,3,45000,1,11.14,29.28,1,202870,1
13619091,15000,60,5,3,52000,1,23.40,20.08,1,261783,0
38679693,7500,36,4,2,38000,1,15.59,23.63,1,14676,0
5407421,20000,36,1,2,125000,1,8.90,23.70,1,58231,0
42463478,21000,60,3,3,70000,1,14.99,20.40,1,201465,0
43845582,24000,60,1,3,60000,1,8.18,13.05,1,203186,0
42682439,7000,36,3,3,135000,1,14.99,26.78,1,231188,1
67680876,15000,60,4,3,85828,0,17.57,17.43,1,300517,0
65842226,12000,60,3,3,65000,1,13.99,27.99,1,171003,0
809980,9250,36,1,3,67000,1,5.79,18.91,1,,1
404665,6400,36,3,2,48000,1,13.47,20.32,1,,1
1807642,25000,36,3,3,85000,1,14.33,28.88,1,317951,1
59024115,10000,36,1,3,120000,0,5.32,16.30,1,232088,0
19847333,10000,36,1,2,45000,1,8.39,13.36,1,15295,0
72039982,26350,36,1,3,76200,0,7.89,22.56,1,248283,0
59056369,8000,36,1,3,27000,0,6.89,23.56,1,13201,0
682274,8000,60,3,3,76500,0,13.61,16.42,1,,1
51833337,22800,60,7,3,57000,1,25.80,35.91,1,201262,1
72049345,15000,36,1,3,175000,0,8.38,24.90,1,495019,0
7408637,9450,36,3,2,28500,1,15.10,23.41,1,2497,1
53463253,5000,36,3,2,40000,1,13.33,18.21,1,17837,0
43278421,25000,36,1,3,75000,1,11.99,2.11,1,117945,0
5461257,24000,36,1,3,120000,1,11.14,20.52,1,343121,0
4590678,11000,36,1,2,60000,1,11.14,8.52,1,11519,1
70464652,18000,60,1,1,55000,0,9.17,31.39,1,63731,0
1490720,17450,36,1,2,50000,1,9.76,13.13,1,,1
24213988,16800,60,4,3,61000,1,15.61,32.86,1,149091,0
60897902,28800,36,3,3,60000,0,14.65,25.96,1,185647,0
66372687,11450,36,4,3,45000,0,15.61,27.84,1,171357,0
12519924,10750,36,3,2,30000,1,15.61,21.01,1,29728,1
53303072,35000,60,1,3,120000,1,10.99,1.02,1,363696,0
14828492,28000,36,1,3,250000,1,9.67,14.82,1,535445,1
43815370,22375,60,6,3,62000,1,24.99,20.44,1,121919,0
8743222,9750,36,1,3,30000,1,12.99,9.36,1,31907,1
15098190,6000,36,3,3,1.00E+05,1,14.64,17.68,1,196187,0
60234848,35000,36,1,3,106800,1,10.99,29.99,1,316147,0
73376803,28500,60,5,3,70000,1,18.99,29.37,1,51516,0
10750226,9000,36,3,2,75000,1,14.30,21.86,1,30676,1
49202783,13850,60,5,3,45000,1,18.25,38.85,1,65422,0
37067008,3575,36,6,2,28000,0,24.50,21.99,1,26717,0
1299600,14400,36,1,1,39500,1,10.65,14.62,1,,0
57995141,5000,36,4,2,55000,1,16.99,39.19,1,65516,0
49243066,16000,36,1,2,115000,1,7.89,9.78,1,38868,0
53583180,15000,36,3,2,60000,1,12.29,26.60,1,58884,1
16290849,10400,60,3,2,26000,1,15.31,27.40,1,9765,0
7227415,10000,36,5,2,36000,0,20.49,17.57,1,37944,0
38558609,9100,36,4,3,70000,0,15.59,19.17,1,194833,0
13167793,28000,36,1,3,95000,1,7.62,17.60,1,321334,0
6487393,8650,60,1,3,48000,1,13.11,33.35,1,254191,0
58149322,19000,60,3,2,88900,1,13.99,12.66,1,43642,1
922370,28000,36,1,3,130000,1,7.62,13.82,1,281487,0
5396873,24000,60,4,2,65000,1,16.99,19.08,1,38097,0
36765147,9600,36,3,2,23000,1,14.31,22.70,1,11789,0
4064398,24000,36,1,3,160000,0,8.90,13.05,1,391145,0
46655862,15000,60,3,2,34874,1,13.99,29.97,1,16537,0
4581928,7550,36,3,3,40000,1,16.29,25.95,1,53485,1
73423123,35000,60,4,3,125000,1,17.27,14.10,1,41361,0
15088553,10000,36,1,2,30000,1,10.99,22.92,1,16479,0
58189426,10000,60,4,2,40000,1,16.99,34.23,1,60532,0
70276338,6000,36,1,2,50000,1,9.99,13.85,1,28483,0
12986840,24000,36,1,3,225000,1,9.17,15.80,1,666487,1
70327289,29850,60,6,3,250000,1,22.99,9.00,1,721173,0
68358187,30000,36,3,3,92000,1,13.18,6.44,1,19436,0
71226992,30000,60,1,3,250000,1,11.22,20.87,1,654435,0
65629912,24000,36,1,3,52000,1,5.32,11.24,1,214773,0
1355721,20000,36,1,2,74000,1,12.42,17.37,1,,1
1789456,3000,36,1,2,12000,1,8.90,32.00,1,9730,0
61636342,14000,60,6,3,47500,1,25.78,17.79,1,147706,1
12024808,28000,36,1,3,76000,1,7.90,17.45,1,304110,0
7689959,16000,36,1,3,60000,1,6.03,18.34,1,157476,0
49859871,17575,60,4,3,40000,1,15.61,5.20,1,70089,0
32397957,29500,36,4,2,86500,1,15.61,29.04,1,86895,0
44020334,30000,60,5,2,92500,1,18.84,23.61,1,163459,0
7216028,18000,36,1,3,58000,1,13.11,22.47,1,101418,1
43267448,16500,60,5,3,62500,1,18.25,21.06,1,288962,0
3871214,9000,36,1,3,54074,0,13.11,9.14,1,248241,1
3407540,12000,36,1,2,65000,1,14.09,19.44,1,76691,1
65569487,18000,60,5,3,71500,1,18.55,20.36,1,158585,0
65480936,4000,36,1,3,40000,1,6.89,11.46,1,85087,0
62454487,20800,60,5,2,52000,1,18.55,20.93,1,35401,0
62494883,30000,36,3,3,1.00E+05,1,13.99,20.86,1,264271,0
69899881,24000,36,1,3,1.00E+05,1,9.99,18.16,1,93073,0
12827316,10000,36,1,3,1.00E+05,1,9.67,3.77,1,173282,0
63325666,12000,36,3,1,75000,0,12.69,30.03,1,251864,0
56338656,4000,36,3,2,45000,0,13.99,24.34,1,152262,0
43826629,9600,36,1,3,57595,1,8.18,23.84,1,334399,0
62119424,8500,36,1,2,48000,1,7.89,26.47,1,60097,0
68360100,31500,60,4,1,63000,1,17.86,29.85,1,81565,0
57769448,5000,36,1,3,75000,1,7.26,13.97,1,173911,0
37176504,15000,36,1,2,80000,1,8.19,27.05,1,44293,1
3467565,12000,36,1,3,105500,1,10.16,14.22,1,222696,1
55365854,14000,36,1,1,71000,0,8.18,13.32,1,277707,0
28170319,14025,36,3,1,32000,0,13.35,33.35,1,38716,1
61914762,10700,60,3,3,55000,1,13.33,24.50,1,32995,0
34160475,4000,36,1,3,65000,0,12.49,27.86,1,286395,0
46497718,20000,60,3,3,94000,1,13.99,12.87,1,220290,0
15359418,35000,36,1,2,142000,1,12.49,11.11,1,436161,0
64173678,20000,60,3,3,91676,1,12.29,20.88,1,262294,0
14649826,10000,36,1,3,180000,0,6.62,5.79,1,214562,1
955620,10000,36,1,2,72000,1,10.59,20.72,1,,1
15218891,10000,36,1,2,52000,0,7.62,17.36,1,153404,0
8094910,13500,60,4,2,51000,1,20.31,19.76,1,79041,1
6999528,2800,36,4,2,70000,1,17.77,26.82,1,56497,1
3467381,16000,60,1,3,110000,1,10.16,9.94,1,277947,0
1719448,5000,36,3,1,42000,1,15.80,31.07,1,,0
1391915,17000,36,1,2,54000,1,13.11,16.82,1,,1
68519937,12000,36,1,3,53000,0,10.99,23.08,1,217189,0
53955940,13800,60,5,3,47000,0,20.99,26.66,1,107148,0
60727718,7500,36,1,2,45000,1,7.89,13.98,1,84997,0
27249211,10000,36,5,2,52000,1,19.52,13.99,1,8014,0
61231303,8000,36,3,2,1.00E+05,1,14.65,8.21,1,24945,0
7640620,30000,60,4,3,92000,1,17.56,23.11,1,416119,0
773626,12000,60,3,3,45000,0,12.23,22.48,1,,1
3980148,4800,36,3,3,30800,0,17.27,13.01,1,52498,1
69823243,10000,36,1,3,67000,1,8.18,8.90,1,27000,0
31787768,27975,60,3,1,56000,1,14.99,34.95,1,80905,0
14540268,5600,60,3,3,120000,1,13.65,17.63,1,383036,0
36975126,12000,60,5,2,60000,1,20.99,26.36,1,51014,0
33730977,7000,36,3,2,26400,1,14.49,27.45,1,13952,0
58682382,10800,60,5,3,38000,1,18.55,22.62,1,22158,0
18284366,10650,36,3,2,40000,1,12.99,17.49,1,41508,0
68488796,10000,36,1,2,68000,1,10.99,21.27,1,22931,0
14400130,13150,36,1,3,40000,1,12.99,16.20,1,162842,0
22119988,10000,36,1,2,62500,1,10.99,4.47,1,4875,1
70801404,16000,60,5,2,1.00E+05,1,18.99,11.59,1,35469,0
35774636,1500,36,3,2,36000,0,13.35,27.17,1,31594,0
26307507,24000,60,6,2,80000,1,23.43,3.32,1,6421,0
770739,12500,60,1,2,49000,0,6.17,11.12,1,,1
50478843,13000,60,1,3,60000,0,10.99,17.98,1,132197,0
31166312,11200,60,4,2,35000,1,18.24,22.12,1,27630,0
9287237,35000,60,7,1,146000,1,25.80,17.25,1,26979,0
42484728,18000,36,1,3,185000,0,9.49,14.99,1,649842,0
8046752,2750,36,4,2,55000,0,19.52,7.16,1,7332,0
69564713,25000,60,1,3,75000,1,7.89,26.53,1,138315,0
16683180,12000,60,5,1,90000,0,22.45,17.55,1,223592,0
14950107,8000,36,1,3,52000,0,8.90,12.96,1,182213,0
10429172,18000,60,4,2,45000,1,19.52,9.15,1,15016,0
59003296,22800,36,1,3,52000,0,11.53,30.35,1,224407,0
5460302,19500,36,1,3,108000,0,6.62,19.23,1,464777,0
49574017,35000,36,3,3,317000,1,13.99,18.53,1,844206,0
631445,24250,36,1,2,115200,1,11.36,13.19,1,,1
45421241,10000,36,3,2,45000,1,12.69,26.08,1,42827,1
14980661,11825,36,1,3,57255,1,7.62,20.67,1,150487,0
67783440,1800,36,1,1,35000,1,10.99,27.13,1,40646,0
11020272,10000,60,3,3,30000,1,15.61,26.52,1,103329,0
41484062,30000,60,3,3,135000,1,14.31,24.05,1,365195,0
72379356,6000,36,3,3,48000,1,13.67,26.08,1,62028,0
31366921,16000,36,1,2,80000,0,7.69,17.22,1,45572,0
23714086,4375,36,3,2,12000,1,14.99,25.30,1,8666,0
64925127,18000,60,5,2,67500,1,18.25,15.86,1,39377,0
15028991,24000,36,1,3,85000,1,12.49,29.25,1,214054,0
7447142,5000,36,1,3,50000,1,6.03,12.43,1,144527,0
64161979,16800,60,4,3,90000,0,17.57,15.77,1,449165,1
39111600,16000,60,5,3,70000,0,19.99,25.90,1,315345,0
1702856,26400,60,1,1,77000,1,11.14,24.81,1,,0
42701863,13500,36,1,2,60000,1,6.03,6.30,1,15843,0
853498,13700,60,6,2,30000,0,19.36,19.88,1,,0
21178389,20000,36,1,2,126000,1,7.12,5.23,1,26035,0
55406084,12000,60,3,3,52000,0,13.99,37.69,1,83914,0
9747154,11300,36,3,3,143060,1,15.10,5.67,1,442978,1
70308508,2000,36,1,1,77000,1,9.99,12.87,1,239828,0
67536649,20000,36,1,3,58500,1,7.89,16.94,1,93117,0
63365394,7150,36,3,2,45000,0,13.99,31.04,1,261054,0
1048438,7400,36,1,2,62000,1,6.99,10.43,1,,1
638735,6000,36,1,3,65000,0,11.36,10.60,1,,1
46332707,35000,60,1,3,210000,1,10.99,19.38,1,419361,0
41323577,2000,36,1,2,30000,0,6.99,27.40,1,27931,0
70885256,18000,36,3,3,80000,0,11.99,28.91,1,77500,0
64717846,11025,36,3,3,49500,1,14.65,6.74,1,11411,0
8998241,15000,36,1,3,47140,1,9.99,10.82,1,118858,1
11962444,8000,36,1,3,120000,1,8.90,14.64,1,361108,1
13247447,16000,36,1,2,1.00E+05,1,13.53,16.43,1,40855,0
66513904,24000,36,4,3,95000,1,17.57,22.37,1,359356,0
67636020,13000,60,3,1,62000,0,12.69,13.38,1,23666,0
19935787,21000,36,1,3,95200,1,7.69,10.91,1,135711,0
51260855,11350,60,7,2,38000,1,26.06,20.88,1,20508,0
59498829,15000,36,1,2,75000,1,7.26,28.08,1,192189,0
43876667,35000,60,1,3,2.00E+05,1,10.99,7.51,1,565490,0
20768400,8350,36,3,2,23400,0,14.99,29.03,1,13170,0
45891217,20775,60,4,2,52000,1,17.86,15.59,1,220176,1
1257732,15575,36,3,2,66000,1,14.27,23.11,1,,1
16690791,33225,60,4,2,410000,1,17.57,20.18,1,264508,0
63336064,2000,36,1,2,58000,0,11.53,8.50,1,6661,1
33048784,17975,36,1,1,40000,1,10.99,28.89,1,69612,0
10312205,30800,36,3,3,89000,1,14.30,12.30,1,288158,0
1293989,3000,60,4,2,35000,1,17.27,11.42,1,,0
7660505,10000,36,3,3,65000,0,15.22,19.40,1,30920,1
16701600,10400,60,3,1,64000,1,14.64,18.90,1,23991,0
9197883,12300,36,1,3,70000,1,6.97,5.76,1,571504,0
72867620,3000,36,1,3,90000,1,11.22,6.53,1,319548,0
1890775,10000,36,3,2,62500,0,15.31,24.50,1,126371,1
20728828,6500,36,3,3,150000,1,12.99,6.14,1,420353,1
13806990,16800,36,3,2,82000,1,14.16,30.87,1,88923,1
13660099,15000,36,1,2,86000,0,8.90,10.31,1,18568,0
72130904,28625,36,4,3,2.00E+05,1,16.55,8.90,1,285359,0
67801971,14000,36,1,3,367000,1,7.26,18.21,1,615394,0
46307024,13250,60,4,2,46000,1,16.99,20.34,1,11319,0
3738075,34475,36,3,3,110000,1,16.29,6.27,1,292365,1
1736842,5000,36,1,2,36000,1,14.09,5.87,1,21735,1
14397680,25000,60,1,3,85000,1,11.99,15.86,1,231668,0
44018965,32000,36,3,2,275000,1,14.65,6.84,1,38911,0
65578411,5550,36,5,2,30000,1,19.99,23.40,1,27659,0
8088087,12000,36,1,2,100800,1,9.71,10.39,1,65767,1
5467928,24000,60,1,3,94470,1,12.12,15.03,1,310163,0
1087137,12000,60,1,2,52000,1,12.42,3.76,1,,0
43219735,9000,36,3,2,49920,0,12.99,15.75,1,13274,0
64152227,6025,36,1,2,38500,0,9.99,26.53,1,34534,0
32718638,35000,36,5,3,90000,1,19.52,11.88,1,105285,1
14940428,15000,36,1,1,63000,1,11.99,30.59,1,40070,0
1717730,15500,36,3,2,60000,1,17.27,18.46,1,,1
1214264,3000,36,1,3,80000,0,6.62,22.06,1,,1
11029526,7000,36,1,1,29000,0,10.99,11.26,1,9276,1
67768280,35000,36,1,3,140000,1,9.99,29.17,1,319056,0
49881539,21000,60,3,2,65000,1,12.69,15.78,1,418911,0
57658441,28000,60,4,3,115000,1,17.86,13.18,1,221874,0
23513745,30000,60,3,3,80000,1,14.99,28.20,1,220866,1
32337535,24200,60,3,3,55000,1,14.99,16.76,1,199442,0
8227447,6625,36,1,1,22500,1,9.71,21.39,1,13118,0
51904852,5000,36,1,1,35360,0,11.53,26.82,1,29554,0
5337139,12000,36,3,2,34500,1,17.27,14.71,1,12730,0
54515583,24000,60,5,2,80000,1,19.99,22.67,1,138179,0
59732838,9600,36,3,2,35000,0,14.65,35.91,1,24919,0
49723931,20000,36,3,3,59999,1,12.29,16.60,1,257196,0
27720091,6500,36,1,3,45000,0,10.99,18.06,1,178175,1
1037077,9600,36,1,2,39000,1,7.49,9.54,1,,1
20648057,28000,60,4,1,118000,1,16.29,21.82,1,661566,0
64842950,5825,36,1,3,125000,1,8.18,17.19,1,593463,0
51230968,28000,36,1,2,63000,1,8.18,25.73,1,46909,0
55356490,13025,60,3,3,68750,1,12.29,21.14,1,242831,0
11537739,14400,36,1,2,70000,0,7.90,8.69,1,15101,0
59742608,24700,36,4,3,65000,1,17.86,5.21,1,238708,0
30415103,10800,36,4,2,45000,1,18.24,10.64,1,9873,0
1851898,7500,36,1,2,33561.6,0,13.11,8.04,1,6745,1
43915161,16000,60,3,2,80000,1,14.65,25.52,1,107442,0
38750874,24250,60,1,3,77000,1,11.99,27.92,1,333885,0
69333568,20000,36,3,2,50000,1,12.59,9.72,1,53881,0
41595973,20000,60,5,1,106000,1,20.99,22.03,1,237093,0
11922296,10000,36,1,2,45000,0,11.67,23.34,1,50080,0
55629387,21500,60,3,2,43000,1,13.99,28.30,1,43389,0
20997641,6000,36,3,1,40000,1,13.98,13.47,1,7571,0
33869997,5000,36,1,3,38500,1,11.67,29.68,1,210032,1
26246818,9825,36,3,3,85800,0,12.99,12.03,1,379762,0
71160510,20000,60,4,3,45000,1,17.86,33.28,1,130492,0
53022655,13675,36,4,1,38000,1,17.86,11.81,1,7263,0
2842591,14500,36,1,3,145000,0,12.12,12.78,1,23903,1
31236532,2000,36,5,2,40000,1,19.52,7.80,1,13876,0
34791906,12000,36,3,2,58000,1,12.99,18.46,1,95636,0
22119732,12000,60,3,2,41600,1,14.99,29.20,1,30773,0
953413,6000,36,1,2,75000,1,8.49,13.15,1,,1
1797150,14400,36,1,2,115000,1,12.12,17.51,1,64648,1
43257699,7200,36,3,2,36000,1,12.99,23.30,1,24153,0
41414032,10000,36,1,3,90000,0,8.67,6.17,1,199273,0
14430196,5500,36,3,2,45000,0,14.64,29.95,1,24954,0
63000196,12000,60,5,3,64287.72,0,18.55,13.55,1,227899,0
13886977,25925,36,5,3,62000,1,20.49,20.67,1,94817,1
372505,9000,36,5,2,30000,0,14.93,10.72,1,,1
45342006,7200,36,4,3,32400,1,17.86,30.67,1,124189,0
65025532,3200,36,5,3,52000,1,20.99,13.96,1,21030,0
71306655,15600,60,3,2,45000,0,11.99,20.80,1,25492,0
763875,8000,36,3,3,1.00E+05,0,13.98,18.94,1,,1
55015903,23000,60,4,2,55000,1,15.61,14.05,1,21436,0
11934919,16000,36,1,3,60000,1,9.17,20.12,1,231038,1
1898316,11200,36,3,2,40165,0,16.29,20.79,1,29084,1
29092546,30000,36,3,3,70000,1,12.99,33.28,1,255357,0
67808130,12800,60,5,2,82000,1,19.19,23.37,1,41642,0
7617971,16000,36,1,3,70000,1,12.35,7.35,1,13279,0
65006500,15000,36,1,2,145000,1,9.17,7.92,1,13319,0
34632370,35000,60,1,3,125000,1,11.67,9.42,1,327848,0
16651109,12600,36,1,2,30000,1,12.99,12.20,1,8231,0
11649664,19200,60,3,3,98000,1,15.61,11.84,1,135044,1
14431107,8000,36,3,2,70000,1,15.31,17.64,1,26457,0
60727956,14575,36,1,2,31700,0,9.99,14.35,1,11152,0
59613111,4675,36,4,2,90000,1,16.55,12.83,1,42130,0
71271463,23000,60,4,2,129000,1,16.55,8.34,1,29661,0
70750482,13000,36,1,2,49000,0,11.22,23.39,1,142926,0
43742146,35000,60,1,3,175000,1,10.99,15.81,1,249993,0
14658911,5500,36,4,2,33550,1,18.25,31.16,1,26727,0
26757934,8000,36,4,3,55000,0,16.99,31.35,1,215866,0
49431906,26700,60,1,3,170000,1,10.99,6.60,1,750819,0
20146941,5950,36,3,3,61000,1,14.49,14.09,1,26489,0
53996195,20000,60,4,3,205000,1,15.61,14.35,1,496511,0
28450484,5000,36,3,3,94000,1,14.49,21.95,1,280964,0
55396490,20000,60,1,3,65000,1,11.53,14.55,1,463096,0
71171367,30000,60,1,2,70000,1,9.76,28.39,1,76770,0
38498728,20000,60,3,3,55000,1,13.66,31.83,1,143847,0
58084356,6025,36,5,2,26000,1,18.55,23.22,1,17533,0
37036311,22000,36,3,2,5.00E+05,1,13.66,12.24,1,154217,0
1787109,8500,36,1,3,46500,1,11.14,34.94,1,154150,1
1756224,4000,36,4,2,25728,1,18.49,18.47,1,10864,0
66372297,35000,36,1,1,121337,1,7.26,17.03,1,494645,0
3986915,16000,60,3,1,55000,1,17.27,24.89,1,245244,0
38780299,20000,60,4,1,60000,1,15.99,34.00,1,47924,0
65024287,30000,60,1,3,90000,1,9.99,21.69,1,322629,0
1034329,5000,36,1,3,60000,0,9.99,7.92,1,,1
593813,21000,36,1,1,150000,1,8.94,10.42,1,,1
60325223,5000,36,3,1,83000,1,12.69,13.07,1,56838,0
14817828,30000,60,5,3,72000,1,21.18,13.60,1,278266,0
66782679,12000,60,1,3,35000,1,9.99,29.36,1,17203,0
5316965,18950,60,3,3,53000,1,16.29,22.69,1,278717,0
62997644,20000,36,1,2,148000,1,7.89,18.48,1,292001,0
71266371,10000,60,4,3,68000,1,16.99,18.80,1,218786,0
16712729,8400,36,1,3,45600,1,12.99,10.58,1,17580,0
41686115,16025,36,1,2,55000,1,11.99,19.17,1,27207,1
46396694,11975,60,6,3,40000,1,24.99,22.68,1,361921,0
779620,4000,36,1,3,62004,1,9.99,3.41,1,,1
1254061,8500,36,1,2,60353,1,10.65,11.47,1,,1
60787413,20000,36,1,1,175000,1,5.32,9.91,1,397172,0
66362822,10000,36,1,3,1.00E+05,0,9.17,12.04,1,241539,0
559887,1800,36,1,2,58000,0,12.18,4.43,1,,1
10698182,6400,36,1,3,24000,1,11.99,25.00,1,53926,0
59593642,2050,36,4,2,55000,0,17.86,14.16,1,15784,0
6341175,17600,60,1,3,90000,1,11.14,15.08,1,184638,0
38761280,5600,36,1,3,35300,1,11.44,26.45,1,20894,0
367573,10000,36,1,3,93996,1,11.46,7.85,1,,0
37748054,20000,60,3,3,75000,1,14.31,22.30,1,439141,0
73508395,22500,36,3,3,67000,1,13.99,16.28,1,64674,0
36034161,13625,60,4,2,40140,1,17.57,22.99,1,22004,0
52014199,20000,60,5,1,110000,1,20.49,7.67,1,31647,0
34130353,24000,36,1,3,145000,1,8.39,18.69,1,278694,0
3409941,3200,36,1,3,33000,0,13.11,23.42,1,68785,0
7659971,16000,60,1,3,66000,1,12.35,16.13,1,301142,1
58751207,2650,36,1,2,41280,0,11.53,9.65,1,8812,0
73273670,12000,60,4,2,140000,1,17.97,12.94,1,71031,0
19695628,5000,36,1,3,96500,0,11.67,30.67,1,212217,0
14669462,3500,36,3,3,69900,0,12.99,18.70,1,45240,0
49892401,35000,60,3,3,138000,1,14.65,9.62,1,511891,0
68830733,5000,36,1,2,40000,1,10.99,28.74,1,21862,0
51603218,24250,60,3,3,60000,1,14.65,16.63,1,303126,0
1695547,12000,36,1,3,40352,1,10.16,9.25,1,,1
11538084,3600,36,1,2,40000,0,10.15,4.35,1,2774,0
52405138,9500,36,1,2,56220,1,11.53,10.39,1,16401,0
36685184,12000,60,5,3,50000,1,18.54,2.57,1,275783,0
56591257,12000,36,1,3,60000,0,5.32,17.50,1,108483,0
10317312,20000,36,3,3,71000,1,15.61,13.71,1,239090,0
1803298,20000,36,3,2,75000,1,15.80,14.11,1,39315,1
2641376,35000,36,3,3,3.00E+05,1,15.31,9.21,1,420297,1
53332135,8000,36,1,3,102000,1,10.99,9.48,1,8104,0
6716826,11500,36,4,2,106317,1,19.72,4.09,1,9764,1
16651443,19000,60,3,3,90000,0,14.16,19.25,1,94417,0
19787141,15000,36,1,2,45000,0,10.15,24.07,1,31236,0
21027623,33000,60,5,2,3.00E+05,1,20.99,7.08,1,90415,0
46586658,7000,36,1,2,50000,1,7.89,10.54,1,11296,0
44154597,35000,60,4,2,82000,1,17.86,21.13,1,60854,0
64361852,30000,60,4,3,75000,1,17.86,16.30,1,149992,0
8569254,21600,36,1,3,125000,1,7.62,6.52,1,237109,0
42184216,6000,36,1,3,105000,0,9.49,14.12,1,378899,0
4637525,5000,36,1,3,104000,1,10.16,8.88,1,455206,1
64728247,5000,36,1,3,55000,1,6.24,9.58,1,93181,0
22901618,3200,36,3,2,50000,0,13.98,23.09,1,32064,0
57619740,12000,60,5,2,55000,1,19.19,21.45,1,49110,0
49633872,9000,36,3,3,82000,1,14.65,21.21,1,51659,0
52014589,20000,36,3,2,50000,1,12.69,34.52,1,43360,1
11983510,10000,36,3,2,70000,1,15.61,13.54,1,25703,1
41261720,8400,36,1,1,31000,0,8.67,23.11,1,14887,0
33138680,7000,36,1,3,36000,0,6.49,25.30,1,70057,0
43798467,2500,36,1,3,46000,0,6.68,29.50,1,64436,0
55436217,6250,36,3,2,70000,1,13.33,18.26,1,35827,0
11497843,10000,36,5,2,56000,1,20.50,9.86,1,20071,0
62553234,20000,60,4,3,70000,1,17.57,26.09,1,209616,0
56922138,20600,60,6,2,51500,1,24.99,16.16,1,23214,0
33159321,25000,60,7,3,194000,1,25.99,10.29,1,533284,0
26306675,11575,36,1,2,67000,0,12.49,19.47,1,72950,1
58837107,5500,36,1,3,47840,1,10.99,12.12,1,89626,0
65611496,9000,36,3,1,27000,1,13.99,21.47,1,16495,0
46983321,5000,36,3,3,80000,1,13.33,1.65,1,122960,0
60344890,9500,36,3,2,65000,1,13.33,17.19,1,35355,0
65618065,10250,36,4,3,27000,1,15.61,22.49,1,35945,0
41291375,6425,36,4,2,17888,1,16.49,29.94,1,9817,0
6907097,17600,60,3,3,94000,1,15.80,14.27,1,272351,1
4856171,28000,60,1,3,133000,1,13.11,12.79,1,311992,1
357278,3200,36,4,2,33888,1,12.86,14.77,1,,1
18645019,25000,60,3,3,1.00E+05,0,13.98,30.59,1,204657,0
3979495,24375,60,3,3,55000,1,17.27,13.07,1,14872,0
47043212,12075,36,3,2,85000,1,13.99,14.98,1,18897,0
62988235,11000,36,1,3,73000,1,8.18,25.02,1,48807,0
49749506,20000,36,1,1,80000,1,10.99,11.51,1,31110,1
57639320,3300,36,1,3,30000,1,9.99,28.92,1,116300,0
40364822,9600,36,3,2,47000,0,14.99,4.16,1,5878,0
71331967,9000,36,1,3,80000,0,6.89,19.22,1,263277,0
69574915,10000,60,5,2,42000,1,19.99,11.97,1,14587,0
59679956,14275,60,3,3,127000,0,12.69,6.97,1,412215,0
46827132,35000,60,5,3,245000,1,20.49,5.61,1,392728,0
40393444,15050,36,3,2,36000,0,14.31,16.33,1,15207,0
1462695,6300,60,5,3,64500,1,20.99,10.44,1,,0
71356837,25000,36,1,3,123000,0,5.32,13.98,1,452387,0
56742521,15000,36,1,2,72000,0,6.89,26.15,1,72791,0
22301599,30225,60,5,2,72000,1,22.15,14.97,1,46934,0
50638853,22000,60,1,2,45000,1,9.17,34.00,1,31977,0
52145078,20000,36,3,2,43000,1,13.33,11.92,1,12160,0
14629302,10000,36,1,3,25000,1,12.99,16.32,1,124167,0
35943854,10000,36,3,3,45600,1,13.35,34.13,1,34926,0
1563227,15000,36,3,3,42000,0,15.81,10.26,1,,1
15970229,10000,36,1,3,140000,0,6.49,13.83,1,181235,0
13358553,12000,36,1,2,91300,1,12.85,11.48,1,23697,0
14998351,16000,36,1,3,60000,0,11.99,16.72,1,182876,1
36204581,16000,60,1,3,70000,1,10.49,2.43,1,145264,0
20678568,11800,36,3,2,40000,0,12.99,20.76,1,10313,0
72158332,18000,60,3,2,42500,1,11.99,5.42,1,8554,0
34070932,13000,36,1,2,55000,1,7.49,27.23,1,26328,1
49983972,15000,60,1,3,85000,0,10.99,21.80,1,332763,1
3869287,15000,36,4,3,67000,1,19.20,22.30,1,44757,0
28019805,6000,36,1,2,60000,1,6.49,33.60,1,66268,0
7217084,9225,36,1,3,35000,1,11.14,27.26,1,195479,0
1893991,6000,36,1,3,45000,0,6.00,24.72,1,145291,1
73518315,16000,60,3,3,64000,0,12.88,5.76,1,195339,0
42424715,14400,60,3,3,60000,0,12.99,26.03,1,192241,0
67996009,24000,60,1,3,1.00E+05,0,7.26,24.62,1,225304,0
72049631,20000,60,6,2,53000,1,22.99,23.17,1,113010,0
21278240,18000,60,4,3,64000,1,16.29,13.14,1,168196,0
1578215,6000,36,3,3,32600,0,15.31,20.39,1,,0
60767771,14200,60,1,2,76000,0,7.89,26.75,1,42051,0
1375059,16000,36,1,3,103000,1,10.65,8.33,1,,1
4173573,13900,36,4,2,103000,1,18.49,8.27,1,22513,1
